Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2012,VOW.OL,Vow ASA,Professional & Commercial Services,Industrials,60.63,,,46.269999999999996,,,72.43,6.51
2013,VOW.OL,Vow ASA,Professional & Commercial Services,Industrials,87.33,,,24.29,,,101.4,4.37
2014,VOW.OL,Vow ASA,Professional & Commercial Services,Industrials,122.4,,,27.67,,,143.25,-44.36
2015,VOW.OL,Vow ASA,Professional & Commercial Services,Industrials,140.9,,,27.33,,,168.43,24.74
2016,VOW.OL,Vow ASA,Professional & Commercial Services,Industrials,93.0,,,23.9,,,125.6,-5.8
2017,VOW.OL,Vow ASA,Professional & Commercial Services,Industrials,121.6,,,20.8,,,155.3,10.1
2018,VOW.OL,Vow ASA,Professional & Commercial Services,Industrials,152.6,,,2.1,,,194.1,31.1
2019,VOW.OL,Vow ASA,Professional & Commercial Services,Industrials,323.8,,,102.1,,,602.1,-16.9
2020,VOW.OL,Vow ASA,Professional & Commercial Services,Industrials,361.5,,,36.400000000000006,,,709.7,-5.4
2021,VOW.OL,Vow ASA,Professional & Commercial Services,Industrials,536.3,,,41.9,,,1106.6,18.0
2022,VOW.OL,Vow ASA,Professional & Commercial Services,Industrials,729.9,,,280.9,,,1452.4,-72.2
2023,VOW.OL,Vow ASA,Professional & Commercial Services,Industrials,725.3,,,293.4,,,1535.1,-0.6
2024,VOW.OL,Vow ASA,Professional & Commercial Services,Industrials,715.9,,,140.0,,,1497.4,159.1
