PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
LongShort,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,-0.021354394606637454,-0.0017795328838864544,-0.3194680621430386,0.7495499760707807
LongShort,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.018470149997960227,0.0015391791664966857,0.28866520358809783,0.7729975169484633
LongShort,CAPM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0006058793231854716,5.04899435987893e-05,0.009221851246711849,0.9926470485475942
LongShort,FF3,Method2_LatentQuality minus Method1_ObservedQuality,-0.021421685545767524,-0.0017851404621472937,-0.36184171855808933,0.7176768707573555
LongShort,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,0.018486660978151933,0.001540555081512661,0.3217639917253174,0.7478131970706106
LongShort,FF3,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0005604265853275774,4.670221544396478e-05,0.009469200590166418,0.9924498874036958
LongShort,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.009312186942208693,-0.000776015578517391,-0.13806575800690457,0.8902639620790658
LongShort,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.007579221275235307,0.0006316017729362756,0.11453830205941964,0.9088735517527078
LongShort,FF3+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.00017799152582031845,1.4832627151693204e-05,0.002661939523105633,0.997877524455117
LongShort,FF5,Method2_LatentQuality minus Method1_ObservedQuality,-0.0213393450880958,-0.0017782787573413167,-0.4469188751796211,0.6551979767036975
LongShort,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,0.014903825908858758,0.0012419854924048965,0.3224037797152037,0.7473309041717378
LongShort,FF5,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0005917872969235325,4.931560807696104e-05,0.012322985347652965,0.9901746433651559
LongShort,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.009193047528259085,-0.0007660872940215904,-0.16898177508007428,0.8659048392473672
LongShort,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.003847314875471925,0.00032060957295599376,0.0738872214963736,0.9411407098770859
LongShort,FF5+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.00028622627796371855,2.385218983030988e-05,0.005258255625345225,0.9958074189118937
