PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
Q5,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,-0.003587532519097103,-0.0002989610432580919,-0.22298606201417726,0.8236680885258321
Q5,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.0032965873408754703,-0.00027471561173962253,-0.21095525473142562,0.8330370802994271
Q5,CAPM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0011169360676648726,9.307800563873939e-05,0.07342869433594326,0.9415042392290132
Q5,FF3,Method2_LatentQuality minus Method1_ObservedQuality,-0.003619686207339712,-0.0003016405172783093,-0.24108615857756835,0.8096218804118411
Q5,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.0036049947545963995,-0.00030041622954969996,-0.246220267751816,0.8056482624608738
Q5,FF3,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0011232120373164262,9.360100310970218e-05,0.08003185316714226,0.9362551908995136
Q5,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.004418485490189104,-0.00036820712418242536,-0.2565909468582745,0.7976379524881287
Q5,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.004008089224775704,-0.00033400743539797537,-0.23904159959761104,0.811206394587481
Q5,FF3+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.000635147330878244,5.292894423985367e-05,0.03854866308739202,0.9692711360960586
Q5,FF5,Method2_LatentQuality minus Method1_ObservedQuality,-0.0037246625626066038,-0.00031038854688388365,-0.25591854128447417,0.7981575091881041
Q5,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.0036859756154854345,-0.0003071646346237862,-0.25909557341425116,0.795707160968729
Q5,FF5,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0008533536468328939,7.111280390274116e-05,0.06245841832239101,0.950231869142766
Q5,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.004636133375537893,-0.0003863444479614911,-0.28390593348662385,0.7766438892947469
Q5,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.00433788564904497,-0.0003614904707537475,-0.27225693941002627,0.7855788316130985
Q5,FF5+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.00041482384210424217,3.456865350868685e-05,0.02629790275427247,0.97903413889315
