Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2001,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,511.01,227.22,268.98,247.47,12.35,1507.45,0.0,0.16579654383229955
2002,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,1067.73,363.35,640.36,599.49,7.55,1377.35,0.0,0.4762478672813737
2003,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,1455.05,537.27,544.61,511.97,0.81,1943.23,0.0,0.45508251725220383
2004,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,722.52,227.87,523.06,491.39,0.2,1391.58,0.0,0.3325572370974001
2005,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,808.98,233.78,530.91,497.51,0.2,1450.1,0.0,0.3734914833459762
2006,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,1045.15,255.66,602.1099999999999,565.92,0.23,1258.15,0.0,0.5985534316257999
2007,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,1088.98,302.32,639.66,601.78,0.0,1221.8,0.0,0.6128498935996072
2008,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,975.56,226.37,617.8199999999999,573.54,0.6,1142.64,0.0,0.6163883637891199
2009,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,1067.41,309.23,558.84,468.63,10.11,1094.56,0.0,0.6010268966525362
2010,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,1601.3,575.88,1096.4,469.25,46.18,3767.69,0.0,0.0934498326560837
2011,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,1650.38,808.65,1174.78,479.97,48.62,4306.81,0.0,0.022824317766514002
2012,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,1652.8,758.68,1171.21,345.18,36.3,4141.47,0.0,0.00767601841858085
2013,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,1964.51,805.71,1221.9299999999998,411.27,54.52,4494.8,0.0,0.06532437483314055
2014,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,2394.72,972.94,1407.25,459.74,52.01,4335.18,0.0,0.09740310667607797
2015,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,3086.18,1167.37,1776.6699999999998,490.84,55.13,4877.2,0.0,0.11847986549659642
2016,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,5110.1,1525.96,2507.91,763.96,0.0,5087.73,0.0,0.36169175644147794
2017,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,6304.74,1795.31,2909.1,878.99,61.95,6704.85,0.0,0.3605405042618404
2018,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,8558.28,2261.97,3372.37,1021.14,52.870000000000005,8821.87,0.0,0.44120010836704704
2019,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,13258.96,3103.5,5983.650000000001,1391.22,224.27,15874.63,0.0,0.336307680871932
2020,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,15619.36,3300.73,7752.88,1631.43,464.66,21099.12,0.0,0.27169474366703456
2021,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,15563.27,3491.69,8306.29,1998.4,419.93,22606.19,0.0,0.23638481318612287
2022,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,17853.22,4537.89,9692.42,2236.64,435.17,24967.06,0.0,0.2172614637045772
2023,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,22018.5,4971.41,12895.79,2782.79,1105.76,34096.1,0.0,0.17093831845870935
2024,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,26469.39,5883.33,14871.56,3598.14,1260.0600000000002,41417.86,9.25,0.1943794775932957
