Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2004,TOM.OL,Tomra Systems ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2142.2,900.0,1125.4,149.6,12.3,2563.8,68.0,0.09654988980925591,0.0,136.8
2005,TOM.OL,Tomra Systems ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2413.1,1108.7,1223.1000000000001,145.6,5.2,2165.9,75.2,0.09892463522377389,0.0,139.7
2006,TOM.OL,Tomra Systems ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3965.0,2078.1,1332.5000000000002,131.9,6.0,1971.6,65.8,0.333905958574654,0.0,162.2
2007,TOM.OL,Tomra Systems ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3489.5,2135.9,901.5,0.0,0.0,1623.8,56.3,0.2690911255282423,0.0,154.0
2008,TOM.OL,Tomra Systems ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3621.9,1794.5,1507.6000000000001,170.3,38.2,2019.2,65.2,0.21680099788908075,0.0,146.2
2009,TOM.OL,Tomra Systems ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3321.3,1586.3,1570.8,144.1,28.6,1844.8,57.9,0.14700162926367802,0.0,162.8
2010,TOM.OL,Tomra Systems ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3050.2,1311.8,1441.3000000000002,173.0,20.4,1832.3,68.4,0.23659704319461236,0.0,172.9
2011,TOM.OL,Tomra Systems ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3689.8,1469.4,1604.8000000000002,0.0,36.6,1066.2,75.8,0.5070052539404553,0.0,194.5
2012,TOM.OL,Tomra Systems ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4073.1,1605.5,1805.6999999999998,26.0,42.4,1066.1,73.6,0.566377116785119,0.0,229.0
2013,TOM.OL,Tomra Systems ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4421.0,1899.6,1928.7,43.5,45.400000000000006,1066.1,82.6,0.5143205362583791,0.0,258.3
2014,TOM.OL,Tomra Systems ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4749.0,2055.1,2066.4,42.8,46.1,1066.1,115.4,0.5283114684722809,0.0,260.1
2015,TOM.OL,Tomra Systems ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,6142.9,2749.2,2499.2,45.8,27.4,1065.9,160.4,0.7444344776971378,0.0,299.5
2016,TOM.OL,Tomra Systems ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,6609.9,2829.3,2790.6,47.3,46.5,1065.8,177.7,0.7967832730197022,0.0,340.6
2017,TOM.OL,Tomra Systems ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,7432.1,3243.2,3273.3999999999996,48.6,25.5,1065.8,143.3,0.776279877594906,0.0,374.2
2018,TOM.OL,Tomra Systems ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,8595.8,3613.8,3903.6,55.7,35.1,1066.0,159.3,0.8969232024810243,0.0,452.9
2019,TOM.OL,Tomra Systems ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,9346.3,3625.7,4531.5,59.4,74.7,1065.8,170.3,0.9495995469622192,0.0,760.0
2020,TOM.OL,Tomra Systems ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,9941.3,3829.6,4805.6,64.5,67.9,1065.9,162.7,1.0603125508709086,0.0,860.8
2021,TOM.OL,Tomra Systems ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,10908.7,4343.8,5009.1,103.6,70.69999999999999,1066.0,171.3,1.2840054958377116,0.0,851.5
2022,TOM.OL,Tomra Systems ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,12188.0,5056.2,5681.6,156.4,95.4,1066.0,191.9,1.2013673582955713,0.0,910.8
2023,TOM.OL,Tomra Systems ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,14692.74,8441.48,6000.299999999999,0.0,0.0,6610.36,268.44,0.03648310751875341,0.0,1106.52
2024,TOM.OL,Tomra Systems ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,15658.58,6314.09,7519.05,235.88,297.47,2351.04,388.31,0.6438936243999488,0.0,1150.34
