Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2004,CMBT.OL,OBX,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,2935.55,0.0,0.0,0.0,0.0,2360.56,0.0
2005,CMBT.OL,OBX,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,3686.37,535.02,139.25,0.0,-332.12,6111.76,0.0
2006,CMBT.OL,OBX,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,4341.4,733.78,129.49,0.0,-453.42,6372.93,0.0
2007,CMBT.OL,OBX,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,3108.35,791.82,120.53,0.0,-450.72,5350.42,0.0
2008,CMBT.OL,OBX,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,4834.96,1373.81,0.0,0.0,-288.45,8183.83,0.0
2009,CMBT.OL,OBX,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,2897.38,1337.64,0.0,0.0,-360.83,6208.38,0.0
2010,CMBT.OL,OBX,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,3171.79,1446.9,0.0,0.0,-495.51,6278.86,0.0
2011,CMBT.OL,OBX,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,2209.95,1300.84,0.0,0.0,-394.12,5862.97,0.0
2012,CMBT.OL,OBX,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,2388.16,1437.27,0.0,0.0,-354.9,4822.95,0.0
2013,CMBT.OL,OBX,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,1790.48,467.77,159.67,0.0,-289.42,4859.05,0.0
2014,CMBT.OL,OBX,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,2988.82,745.99,255.79,0.0,-365.4,11004.07,0.0
2015,CMBT.OL,OBX,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,6825.3,574.38,372.92,0.0,-308.37,16846.44,0.0
2016,CMBT.OL,OBX,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,5745.23,500.08,369.86,0.0,-327.51,16306.28,0.0
2017,CMBT.OL,OBX,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,4243.37,512.77,387.4,0.0,-317.33,15153.08,0.0
2018,CMBT.OL,OBX,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,4884.54,1151.21,539.17,0.0,-553.2,19527.98,0.0
2019,CMBT.OL,OBX,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,8047.7,1272.91,374.05,0.0,-784.25,20294.39,0.0
2020,CMBT.OL,OBX,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,11390.33,1180.4,351.34,0.0,-601.4799999999999,19830.27,0.0
2021,CMBT.OL,OBX,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,3607.79,1021.12,278.54,0.0,-518.6,17266.26,0.0
2022,CMBT.OL,OBX,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,8211.17,1683.1,496.72,0.0,-832.53,21292.35,0.0
2023,CMBT.OL,OBX,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,13032.27,1499.24,659.8,0.0,-1402.27,23892.21,0.0
2024,CMBT.OL,OBX,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,10101.8,1872.75,835.5,0.0,-1566.8400000000001,13551.6,0.0
