Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2004,ACG1V.HE,HEX,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,1555.12,652.9,0.0,0.0,-18.03,851.47,0.0
2005,ACG1V.HE,HEX,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,1094.93,514.77,0.0,38.69,-11.57,609.25,0.0
2006,ACG1V.HE,HEX,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,398.11,215.24,0.0,31.75,-17.13,366.93,0.0
2007,ACG1V.HE,HEX,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,209.72,78.85,0.0,0.0,-50.76,37.23,0.0
2008,ACG1V.HE,HEX,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,183.64,58.76,0.0,0.0,-17.41,47.99,0.0
2009,ACG1V.HE,HEX,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,116.71,36.2,0.0,0.0,-11.85,20.22,0.0
2010,ACG1V.HE,HEX,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,152.14,46.01,0.0,0.0,-12.91,22.08,0.0
2011,ACG1V.HE,HEX,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,184.0,57.42,0.0,0.0,-3.88,78.13,0.0
2012,ACG1V.HE,HEX,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,174.65,62.74,0.0,0.0,-0.4,104.95,0.0
2013,ACG1V.HE,HEX,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,150.96,65.98,0.0,0.0,0.0,104.91,0.0
2014,ACG1V.HE,HEX,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,175.44,62.62,0.0,0.0,-0.72,96.31,0.0
2015,ACG1V.HE,HEX,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,156.1,65.89,0.0,0.0,-0.94,90.86,0.0
2016,ACG1V.HE,HEX,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,200.84,87.79,0.0,0.0,-0.5,96.6,0.0
2017,ACG1V.HE,HEX,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,223.22,100.51,0.0,0.0,-0.49,119.09,0.0
2018,ACG1V.HE,HEX,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,279.75,127.71,14.98,0.0,-1.14,147.51,0.0
2019,ACG1V.HE,HEX,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,307.05,143.77,19.23,0.0,-1.22,178.08,0.0
2020,ACG1V.HE,HEX,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,274.89,126.11,14.32,0.0,-3.9499999999999997,179.65,0.0
2021,ACG1V.HE,HEX,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,336.9,176.44,13.66,0.0,-0.4,191.77,0.0
2022,ACG1V.HE,HEX,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,394.81,182.59,8.77,0.0,-1.05,228.59,0.0
2023,ACG1V.HE,HEX,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,368.47,183.29,64.78,0.0,-3.13,209.91,0.0
2024,ACG1V.HE,HEX,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,320.48,181.81,58.57,0.0,-4.39,180.58,0.0
