Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2004,QPR1V.HE,HEX,QPR Software Oyj,Software & IT Services,Information Technology,45.84,2.82,34.18,0.0,0.0,12.02,0.0,0.7354409317803664,0.0,0.0
2005,QPR1V.HE,HEX,QPR Software Oyj,Software & IT Services,Information Technology,52.42,2.52,41.49,0.0,0.0,16.7,0.0,0.5035928143712572,0.0,0.0
2006,QPR1V.HE,HEX,QPR Software Oyj,Software & IT Services,Information Technology,57.67,5.92,45.93,10.01,0.0,21.26,0.0,0.744590780809031,0.0,0.0
2007,QPR1V.HE,HEX,QPR Software Oyj,Software & IT Services,Information Technology,56.92,5.52,49.44,12.03,0.0,17.94,0.0,0.779821627647715,0.0,0.0
2008,QPR1V.HE,HEX,QPR Software Oyj,Software & IT Services,Information Technology,62.29,7.21,45.24,12.68,0.0,26.52,0.0,0.8491704374057314,0.0,0.0
2009,QPR1V.HE,HEX,QPR Software Oyj,Software & IT Services,Information Technology,58.06,3.94,43.91,11.56,0.0,21.36,0.0,1.0191947565543076,0.0,0.0
2010,QPR1V.HE,HEX,QPR Software Oyj,Software & IT Services,Information Technology,56.27,1.82,44.17,10.23,0.0,20.97,0.01,0.9775977121067686,0.0,0.0
2011,QPR1V.HE,HEX,QPR Software Oyj,Software & IT Services,Information Technology,58.75,1.95,47.08,10.23,0.0,23.06,-0.06,0.8673913043478262,0.0,0.0
2012,QPR1V.HE,HEX,QPR Software Oyj,Software & IT Services,Information Technology,69.66,3.0,61.31,12.1,0.0,21.88,0.0,0.7975319926873856,0.0,5.09
2013,QPR1V.HE,HEX,QPR Software Oyj,Software & IT Services,Information Technology,67.84,2.28,61.290000000000006,0.0,0.07,23.94,0.0,0.1754385964912279,0.0,5.52
2014,QPR1V.HE,HEX,QPR Software Oyj,Software & IT Services,Information Technology,79.73,2.82,67.97,0.0,0.03,28.89,0.0,0.30841121495327145,0.0,6.36
2015,QPR1V.HE,HEX,QPR Software Oyj,Software & IT Services,Information Technology,84.4,4.99,76.11,0.0,0.02,27.97,0.0,0.11726850196639298,0.0,7.35
2016,QPR1V.HE,HEX,QPR Software Oyj,Software & IT Services,Information Technology,80.19,3.89,69.39,0.0,0.03,29.52,0.0,0.2330623306233061,0.0,8.04
2017,QPR1V.HE,HEX,QPR Software Oyj,Software & IT Services,Information Technology,83.43,10.77,73.85,0.0,0.03,28.3,0.0,-0.04310954063604182,0.0,8.52
2018,QPR1V.HE,HEX,QPR Software Oyj,Software & IT Services,Information Technology,96.47,11.48,79.88,0.0,0.04,28.46,0.0,0.17814476458186926,0.0,9.11
2019,QPR1V.HE,HEX,QPR Software Oyj,Software & IT Services,Information Technology,93.65,11.25,84.5,0.0,0.02,27.18,0.0,-0.07799852832965395,0.0,12.31
2020,QPR1V.HE,HEX,QPR Software Oyj,Software & IT Services,Information Technology,96.2,15.25,92.06,0.0,0.08,20.99,0.0,-0.5331110052405907,0.0,12.69
2021,QPR1V.HE,HEX,QPR Software Oyj,Software & IT Services,Information Technology,92.88,11.24,94.31,0.0,0.19,4.3,0.0,-2.990697674418605,0.0,15.13
2022,QPR1V.HE,HEX,QPR Software Oyj,Software & IT Services,Information Technology,78.96,15.67,91.30999999999999,26.99,0.29,5.11,0.0,-0.2583170254403133,0.0,10.27
2023,QPR1V.HE,HEX,QPR Software Oyj,Software & IT Services,Information Technology,86.13,10.22,85.19,16.29,1.07,3.89,0.0,1.5269922879177353,0.0,11.35
2024,QPR1V.HE,HEX,QPR Software Oyj,Software & IT Services,Information Technology,76.85,11.92,66.67,15.22,0.63,4.72,0.0,2.722457627118642,0.0,12.04
