Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2003,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Other,1652.16,919.36,546.59,0.0,0.0,584.8,0.0,0.31841655266757873,0.0,20.72
2004,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Other,2130.89,1143.72,744.1,0.0,29.91,824.24,7.49,0.2562850925180044,0.0,27.16
2005,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Other,2664.45,1415.4,990.62,0.0,41.89,963.03,8.41,0.22290620110351617,0.0,27.21
2006,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Other,3092.22,1600.76,1179.68,0.0,55.69,1193.42,0.0,0.21458497427561105,0.0,34.89
2007,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Other,3667.82,1903.46,1406.21,0.0,91.7,1199.52,10.01,0.22029217960695485,0.0,46.72
2008,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Other,3981.49,2028.63,1625.78,0.0,124.79,1598.74,31.92,0.12405406399862612,0.0,54.91
2009,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Other,3420.31,1798.5,1457.6899999999998,0.0,39.67,1435.04,27.11,0.0851143863488699,0.0,58.1
2010,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Other,3590.7,1884.12,1414.07,0.0,24.69,1655.75,21.43,0.159684708856533,0.0,49.04
2011,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Other,3693.42,1912.31,1478.82,0.0,46.12,1794.94,21.0,0.14106743614877154,0.0,43.7
2012,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Other,3678.49,2076.19,1555.04,0.0,53.55,1655.82,20.29,-0.003752736992202322,0.0,77.26
2013,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Other,3652.85,1964.78,1446.92,0.0,54.87,1959.27,22.52,0.09399583205082267,0.0,47.02
2014,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Other,3925.65,2132.03,1573.8999999999999,0.0,38.95,2287.46,17.83,0.07841529699083415,0.0,49.79
2015,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Other,4746.78,2617.05,1907.1399999999999,0.0,64.53999999999999,2607.62,23.02,0.06008043669981438,10.61,54.59
2016,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Other,5142.6,2786.0,1998.7700000000002,0.0,60.2,2650.17,21.43,0.11140515047162755,10.11,54.89
2017,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Other,5420.12,2933.61,2066.94,0.0,52.58,3008.54,22.61,0.12107286013559201,11.04,63.23
2018,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Other,5890.95,3158.0499999999997,2319.92,0.0,40.36,3332.56,18.74,0.11118670366723363,12.08,72.95
2019,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Other,6424.28,3459.3500000000004,2517.88,0.0,70.16,3520.36,15.28,0.1065973911371065,15.26,216.92
2020,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Other,6242.01,3557.01,2239.17,0.0,66.63,4014.95,10.96,0.09418988501978433,14.23,234.89
2021,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Other,6733.43,3500.01,2317.2000000000003,0.0,125.17,4449.24,0.88,0.1777592514359163,3.01,227.8
2022,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Other,8402.7,4253.52,2778.9900000000002,0.0,50.36,5543.49,1.04,0.23804181779158923,7.89,236.78
2023,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Other,9467.97,4717.219999999999,3263.51,0.0,134.57,6503.0,1.21,0.20796837740478857,9.36,261.96
2024,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Other,9690.66,4915.55,3546.4700000000003,0.0,139.23,7419.15,0.82,0.1468213483342924,10.88,313.13
