Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
1998,UIE.CO,UIE PLC,Food & Tobacco,Consumer Staples,253.5,0.0,104.01,0.0,12.97,471.89,28.03,0.2730836933909426,0.0,0.0
1999,UIE.CO,UIE PLC,Food & Tobacco,Consumer Staples,283.79,0.0,90.1,0.0,12.14,655.82,29.49,0.26491660708292597,0.0,0.0
2000,UIE.CO,UIE PLC,Food & Tobacco,Consumer Staples,169.01,0.0,47.91,0.0,11.77,731.4,28.73,0.14383066054490679,0.0,0.0
2001,UIE.CO,UIE PLC,Food & Tobacco,Consumer Staples,258.98,0.0,113.45,0.0,7.76,812.4,31.7,0.16321525885558588,0.0,0.0
2002,UIE.CO,UIE PLC,Food & Tobacco,Consumer Staples,286.98,0.0,105.22,0.0,9.15,758.97,51.65,0.21293577755298415,0.0,0.0
2003,UIE.CO,UIE PLC,Food & Tobacco,Consumer Staples,532.37,0.0,85.74000000000001,0.0,0.63,1205.92,0.0,0.3698421122462518,0.0,0.0
2004,UIE.CO,UIE PLC,Food & Tobacco,Consumer Staples,148.05,0.0,15.43,0.0,0.0,1239.58,0.0,0.1069878507236322,0.0,0.0
2005,UIE.CO,UIE PLC,Food & Tobacco,Consumer Staples,279.2,0.0,12.48,0.0,0.0,1567.65,0.0,0.17014001849902718,0.0,0.0
2006,UIE.CO,UIE PLC,Food & Tobacco,Consumer Staples,148.52,0.0,12.44,0.0,0.0,1675.73,0.0,0.08120639959898075,0.0,0.0
2007,UIE.CO,UIE PLC,Food & Tobacco,Consumer Staples,186.04,0.0,13.2,0.0,0.0,1699.13,0.0,0.10172264629545709,0.0,0.0
2008,UIE.CO,UIE PLC,Food & Tobacco,Consumer Staples,228.71,0.0,14.53,0.0,0.0,2189.67,0.0,0.09781382582763613,0.0,0.0
2009,UIE.CO,UIE PLC,Food & Tobacco,Consumer Staples,351.69,0.0,16.36,0.0,0.0,2172.13,0.0,0.1543784211810527,0.0,0.0
2010,UIE.CO,UIE PLC,Food & Tobacco,Consumer Staples,318.06,0.0,12.11,0.0,0.04,2505.31,0.0,0.12210464972398624,0.0,0.0
2011,UIE.CO,UIE PLC,Food & Tobacco,Consumer Staples,402.82,0.0,15.6,0.0,0.06,2717.02,0.0,0.14249435042804248,0.0,0.0
2012,UIE.CO,UIE PLC,Food & Tobacco,Consumer Staples,889.21,0.0,15.98,0.0,0.5,3112.82,0.0,0.2803663559087901,0.0,0.0
2013,UIE.CO,UIE PLC,Food & Tobacco,Consumer Staples,1764.54,576.16,652.19,0.0,0.16,3352.68,2310.74,0.09464775700901577,0.0,0.0
2014,UIE.CO,UIE PLC,Food & Tobacco,Consumer Staples,1962.68,748.23,659.8199999999999,0.0,0.07,3868.3,2619.47,0.08547775275634001,0.0,0.0
2015,UIE.CO,UIE PLC,Food & Tobacco,Consumer Staples,2089.04,712.21,798.89,0.0,0.06,4409.16,2619.85,0.08221356919395477,0.0,0.0
2016,UIE.CO,UIE PLC,Food & Tobacco,Consumer Staples,2488.71,1098.58,757.01,0.0,0.04,4406.42,2507.7,0.0915633515183422,0.0,0.0
2017,UIE.CO,UIE PLC,Food & Tobacco,Consumer Staples,2839.43,1238.04,783.9699999999999,0.0,0.07,4712.89,2779.05,0.10909724317066072,0.0,0.0
2018,UIE.CO,UIE PLC,Food & Tobacco,Consumer Staples,2633.69,984.78,816.6300000000001,0.0,0.24,4876.05,2913.11,0.10682024762618819,0.0,0.0
2019,UIE.CO,UIE PLC,Food & Tobacco,Consumer Staples,2495.35,870.69,989.52,0.0,0.38,5378.08,2922.38,0.07647287017827926,0.0,0.0
2020,UIE.CO,UIE PLC,Food & Tobacco,Consumer Staples,3021.71,1043.93,985.21,0.0,1.14,5970.36,2990.63,0.11063844508251879,0.0,0.0
2021,UIE.CO,UIE PLC,Food & Tobacco,Consumer Staples,4199.45,1745.68,1113.4,0.0,1.08,6317.86,3025.8,0.14333676525044783,0.0,0.0
2022,UIE.CO,UIE PLC,Food & Tobacco,Consumer Staples,5507.66,2000.68,1772.9299999999998,0.0,5.56,6504.49,3447.37,0.17368512016849108,0.0,0.0
2023,UIE.CO,UIE PLC,Food & Tobacco,Consumer Staples,4628.44,1341.34,1467.29,0.0,1.73,6829.95,3379.9,0.17807117636400138,0.0,0.0
2024,UIE.CO,UIE PLC,Food & Tobacco,Consumer Staples,5223.84,1748.62,1496.88,0.0,2.07,7531.9,3836.98,0.1738315471708735,0.0,0.0
