Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2005,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Other,2202.99,1499.89,546.65,0.0,5.46,412.4,4.48,0.36219055843408104,0.0,0.0
2006,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Other,2863.0,1909.24,733.21,0.0,8.52,386.16,5.05,0.5419851230796757,0.0,0.0
2007,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Other,3213.39,2179.42,730.28,0.0,0.0,476.93,7.85,0.6264491109369195,0.0,0.0
2008,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Other,3595.6,2425.62,811.1099999999999,0.0,17.99,569.3,10.29,0.5881398919926157,0.0,0.0
2009,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Other,3771.48,2555.61,921.44,0.0,21.55,671.0,8.98,0.4013059207623751,0.0,0.0
2010,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Other,3024.42,2066.14,779.12,0.0,0.0,662.35,9.07,0.26683744898871076,0.0,0.0
2011,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Other,3783.66,2560.69,908.66,0.0,13.62,794.02,13.13,0.37253298643374816,0.0,0.0
2012,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Other,4459.2,2997.1,1060.77,0.0,21.52,865.63,11.21,0.4331577026595501,0.0,0.0
2013,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Other,4667.14,3143.39,1157.5,0.0,12.7,982.89,14.34,0.354532053788996,0.0,0.0
2014,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Other,5596.57,3773.94,1373.18,0.0,12.68,1230.42,17.58,0.3499759615384612,0.0,0.0
2015,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Other,5235.5,3612.39,1249.6,0.0,8.24,1404.63,32.69,0.25413269139787953,0.0,0.0
2016,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Other,6023.02,4153.0,1452.18,0.0,15.36,1505.15,35.62,0.2612200393309841,0.0,0.0
2017,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Other,6914.01,4757.35,1611.4699999999998,0.0,9.63,1630.23,38.34,0.3209694528848056,0.0,0.0
2018,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Other,7809.37,5375.64,1770.79,0.0,15.58,1961.76,43.28,0.32286637673063856,0.0,0.0
2019,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Other,9426.04,6525.22,2082.49,0.0,28.79,2291.18,46.38,0.337762453156283,0.0,0.0
2020,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Other,11054.75,7619.15,2426.6800000000003,0.0,34.849999999999994,3177.58,61.07,0.3007642073086008,0.0,0.0
2021,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Other,11697.42,8113.69,2559.07,0.0,40.24000000000001,3152.98,226.26,0.29131402327150496,0.0,0.0
2022,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Other,13834.76,9576.32,2835.35,0.0,41.39,3677.68,306.86,0.34676524768229217,0.0,0.0
2023,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Other,17930.27,12542.76,3367.8,0.0,116.89,5225.82,392.14,0.33870301675341224,0.0,0.0
2024,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Other,20084.9,13717.01,3923.87,0.0,246.81,6066.55,511.81,0.3340057400324703,0.0,0.0
