Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2006,VIVE.ST,Vivesto AB,Pharmaceuticals,Health Care,0.72,4.61,10.36,0.0,0.0,17.0,0.0,-0.8382352941176471
2007,VIVE.ST,Vivesto AB,Pharmaceuticals,Health Care,19.72,19.93,20.01,9.82,0.0,61.97,0.09,-0.16757976152110862
2008,VIVE.ST,Vivesto AB,Pharmaceuticals,Health Care,60.77,38.7,32.21,26.28,0.0,55.12,0.08,0.2923913043478261
2009,VIVE.ST,Vivesto AB,Pharmaceuticals,Health Care,67.06,47.82,53.24,14.98,0.0,49.68,0.08,-0.382234726688103
2010,VIVE.ST,Vivesto AB,Pharmaceuticals,Health Care,25.3,15.51,85.45,14.87,0.0,115.57,0.05,-0.5257740875281094
2011,VIVE.ST,Vivesto AB,Pharmaceuticals,Health Care,0.09,13.87,111.72,30.21,1.8,255.93,0.0,-0.37936154417223455
2012,VIVE.ST,Vivesto AB,Pharmaceuticals,Health Care,0.76,8.67,98.14,33.18,0.42,232.81,0.0,-0.3148060650315708
2013,VIVE.ST,Vivesto AB,Pharmaceuticals,Health Care,0.0,5.32,91.04,0.0,4.59,284.05,0.0,-0.35539517690547445
2014,VIVE.ST,Vivesto AB,Pharmaceuticals,Health Care,0.06,6.29,110.76,0.0,6.64,257.92,0.0,-0.47933467741935487
2015,VIVE.ST,Vivesto AB,Pharmaceuticals,Health Care,1.89,9.21,101.86,0.0,8.63,339.69,0.0,-0.3468162147840678
2016,VIVE.ST,Vivesto AB,Pharmaceuticals,Health Care,6.29,4.67,153.7,0.0,8.12,326.41,0.0,-0.49079378695505643
2017,VIVE.ST,Vivesto AB,Pharmaceuticals,Health Care,0.16,2.86,133.46,0.0,12.93,291.2,0.0,-0.5119848901098901
2018,VIVE.ST,Vivesto AB,Pharmaceuticals,Health Care,3.08,2.87,105.44,0.0,11.95,316.1,-0.01,-0.3707172007972413
2019,VIVE.ST,Vivesto AB,Pharmaceuticals,Health Care,1.84,4.64,111.6,0.0,15.36,348.65,0.0,-0.372178402409293
2020,VIVE.ST,Vivesto AB,Pharmaceuticals,Health Care,0.5,4.21,127.72,0.0,4.5200000000000005,710.26,0.0,-0.191408779883423
2021,VIVE.ST,Vivesto AB,Pharmaceuticals,Health Care,26.25,1.87,124.59,0.0,5.81,535.57,0.0,-0.1979573165039117
2022,VIVE.ST,Vivesto AB,Pharmaceuticals,Health Care,0.96,1.35,87.6,0.0,0.0399999999999999,306.31,0.0,-0.287388593255199
2023,VIVE.ST,Vivesto AB,Pharmaceuticals,Health Care,0.0,0.0,83.92,0.0,0.0,199.14,0.0,-0.42141207190920965
2024,VIVE.ST,Vivesto AB,Pharmaceuticals,Health Care,0.0,0.0,37.82,0.0,0.0,162.78,0.0,-0.23233812507679075
