Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2007,GERHSP.CO,COX,German High Street Properties A/S,Real Estate Operations,Real Estate,4.34,0.46,1.29,0.0,-4.77,371.51,-0.01
2008,GERHSP.CO,COX,German High Street Properties A/S,Real Estate Operations,Real Estate,51.39,10.65,6.08,0.0,-30.64,444.75,0.0
2009,GERHSP.CO,COX,German High Street Properties A/S,Real Estate Operations,Real Estate,55.25,9.58,7.17,0.0,-32.01,332.47,0.0
2010,GERHSP.CO,COX,German High Street Properties A/S,Real Estate Operations,Real Estate,52.2,11.65,6.75,0.0,-30.08,317.29,0.03
2011,GERHSP.CO,COX,German High Street Properties A/S,Real Estate Operations,Real Estate,52.98,14.98,5.5,0.0,28.73,273.13,0.02
2012,GERHSP.CO,COX,German High Street Properties A/S,Real Estate Operations,Real Estate,44.09,12.97,5.3,0.0,29.53,243.66,0.08
2013,GERHSP.CO,COX,German High Street Properties A/S,Real Estate Operations,Real Estate,42.66,7.27,7.93,0.0,-22.33,303.63,0.01
2014,GERHSP.CO,COX,German High Street Properties A/S,Real Estate Operations,Real Estate,46.36,6.24,10.0,0.0,-20.16,351.32,0.05
2015,GERHSP.CO,COX,German High Street Properties A/S,Real Estate Operations,Real Estate,49.41,6.53,9.3,0.0,-21.33,418.67,0.36
2016,GERHSP.CO,COX,German High Street Properties A/S,Real Estate Operations,Real Estate,51.34,8.87,9.75,0.0,-33.89,477.57,0.78
2017,GERHSP.CO,COX,German High Street Properties A/S,Real Estate Operations,Real Estate,47.6,9.1,12.270000000000001,0.0,-10.34,614.1,1.4
2018,GERHSP.CO,COX,German High Street Properties A/S,Real Estate Operations,Real Estate,55.95,14.99,11.41,0.0,-8.18,630.14,1.54
2019,GERHSP.CO,COX,German High Street Properties A/S,Real Estate Operations,Real Estate,63.71,14.66,11.22,0.0,-8.93,653.66,1.62
2020,GERHSP.CO,COX,German High Street Properties A/S,Real Estate Operations,Real Estate,63.77,16.82,13.61,0.0,-13.17,629.42,1.41
2021,GERHSP.CO,COX,German High Street Properties A/S,Real Estate Operations,Real Estate,50.74,12.2,12.67,0.0,-6.41,635.56,1.51
2022,GERHSP.CO,COX,German High Street Properties A/S,Real Estate Operations,Real Estate,47.06,15.4,15.83,0.0,0.0,640.34,1.4
2023,GERHSP.CO,COX,German High Street Properties A/S,Real Estate Operations,Real Estate,51.73,17.84,15.65,0.0,-16.43,644.31,1.16
2024,GERHSP.CO,COX,German High Street Properties A/S,Real Estate Operations,Real Estate,54.59,16.53,16.580000000000002,0.0,-21.93,741.18,1.34
