Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,ITAB.ST,ITAB Shop Concept AB,Professional & Commercial Services,Industrials,874.68,696.04,119.92,0.0,9.37,138.0,0.0,0.35760869565217385
2005,ITAB.ST,ITAB Shop Concept AB,Professional & Commercial Services,Industrials,1096.51,892.56,139.11,0.0,12.61,168.96,0.0,0.30912642045454564
2006,ITAB.ST,ITAB Shop Concept AB,Professional & Commercial Services,Industrials,1581.7,1226.41,255.74,0.0,0.0,275.03,0.0,0.3619605133985382
2007,ITAB.ST,ITAB Shop Concept AB,Professional & Commercial Services,Industrials,2106.04,1627.85,344.67,0.0,30.58,328.64,0.0,0.31323028237585215
2008,ITAB.ST,ITAB Shop Concept AB,Professional & Commercial Services,Industrials,2918.59,2204.15,546.8100000000001,0.0,0.0,449.93,2.38,0.37060865335721077
2009,ITAB.ST,ITAB Shop Concept AB,Professional & Commercial Services,Industrials,2284.49,1691.46,500.43,0.0,32.75,431.34,0.57,0.13857053552823445
2010,ITAB.ST,ITAB Shop Concept AB,Professional & Commercial Services,Industrials,2307.36,1751.54,256.57,0.0,28.93,397.92,0.61,0.6782927257671948
2011,ITAB.ST,ITAB Shop Concept AB,Professional & Commercial Services,Industrials,2885.85,2139.9,586.87,0.0,37.65,484.97,33.55,0.2341857594692583
2012,ITAB.ST,ITAB Shop Concept AB,Professional & Commercial Services,Industrials,3017.8,2246.89,578.42,0.0,30.47,757.15,26.89,0.20664762001938722
2013,ITAB.ST,ITAB Shop Concept AB,Professional & Commercial Services,Industrials,3225.56,2371.45,623.73,0.0,30.08,939.22,39.82,0.20458816800130752
2014,ITAB.ST,ITAB Shop Concept AB,Professional & Commercial Services,Industrials,3617.01,2596.74,737.07,0.0,29.95,1174.55,59.91,0.2051504301475952
2015,ITAB.ST,ITAB Shop Concept AB,Professional & Commercial Services,Industrials,4965.05,3565.32,935.07,0.0,29.64,1531.12,86.86,0.26886611701009905
2016,ITAB.ST,ITAB Shop Concept AB,Professional & Commercial Services,Industrials,5319.26,3852.21,1095.86,0.0,37.31,1433.86,115.69,0.21546900713110276
2017,ITAB.ST,ITAB Shop Concept AB,Professional & Commercial Services,Industrials,6179.02,4407.91,1332.4499999999998,0.0,61.0,1665.08,120.08,0.21155526675480113
2018,ITAB.ST,ITAB Shop Concept AB,Professional & Commercial Services,Industrials,5647.84,4142.0,1342.89,0.0,64.61,1559.42,124.91,0.05838523329751298
2019,ITAB.ST,ITAB Shop Concept AB,Professional & Commercial Services,Industrials,5643.06,4132.72,1367.0300000000002,0.0,83.75000000000001,1639.03,120.02,0.03385918535573175
2020,ITAB.ST,ITAB Shop Concept AB,Professional & Commercial Services,Industrials,5447.99,3997.72,1330.52,0.0,120.78,1678.03,123.22,-0.0005718251214434426
2021,ITAB.ST,ITAB Shop Concept AB,Professional & Commercial Services,Industrials,6100.43,4737.43,1129.49,0.0,85.19,2585.74,124.71,0.054721540703573206
2022,ITAB.ST,ITAB Shop Concept AB,Professional & Commercial Services,Industrials,6525.59,5022.46,1154.43,0.0,78.85999999999999,2835.09,147.78,0.09046321160493082
2023,ITAB.ST,ITAB Shop Concept AB,Professional & Commercial Services,Industrials,6110.0,4399.12,1256.04,0.0,63.69,3069.63,160.08,0.12110994485573012
2024,ITAB.ST,ITAB Shop Concept AB,Professional & Commercial Services,Industrials,6696.93,4808.36,1399.39,0.0,81.36,4243.98,137.76,0.09307261498856631
