Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2004,NLG1V.HE,HEX,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,86.28,27.88,33.03,0.0,-1.37,70.17,0.23
2005,NLG1V.HE,HEX,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,90.22,29.29,31.56,0.0,-0.78,74.19,0.31
2006,NLG1V.HE,HEX,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,89.12,30.87,51.01,0.0,-0.57,77.21,0.0
2007,NLG1V.HE,HEX,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,600.94,330.62,222.39,0.0,0.0,183.28,3.1
2008,NLG1V.HE,HEX,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,674.04,350.69,128.69,0.0,0.0,329.19,9.47
2009,NLG1V.HE,HEX,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,545.36,241.76,267.76,0.0,0.0,261.36,8.89
2010,NLG1V.HE,HEX,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,557.66,265.93,123.51,0.0,-15.14,232.69,7.73
2011,NLG1V.HE,HEX,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,597.11,291.67,231.86,0.0,-18.76,207.22,8.23
2012,NLG1V.HE,HEX,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,585.91,252.62,268.24,0.0,-11.13,200.82,17.89
2013,NLG1V.HE,HEX,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,498.53,227.93,255.61,0.0,-11.9,169.54,4.65
2014,NLG1V.HE,HEX,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,441.01,205.57,208.57,0.0,-10.93,88.95,7.53
2015,NLG1V.HE,HEX,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,450.83,239.92,212.19,0.0,-13.59,69.94,4.69
2016,NLG1V.HE,HEX,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,464.14,268.04,194.85000000000002,0.0,-15.93,51.8,6.31
2017,NLG1V.HE,HEX,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,706.97,489.99,185.71,0.0,-11.14,132.01,12.41
2018,NLG1V.HE,HEX,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,757.31,545.61,194.23,0.0,-9.58,119.17,11.13
2019,NLG1V.HE,HEX,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,682.65,496.36,162.70999999999998,0.0,-21.36,-8.8,16.68
2020,NLG1V.HE,HEX,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,865.44,658.19,156.83999999999997,0.0,-20.549999999999997,41.7,103.01
2021,NLG1V.HE,HEX,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,1435.38,1113.38,203.57,0.0,-13.43,151.38,106.95
2022,NLG1V.HE,HEX,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,1236.6,1008.41,167.6,0.0,-13.21,135.18,117.97
2023,NLG1V.HE,HEX,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,1459.59,906.96,258.28000000000003,0.0,-39.84,307.57,205.75
2024,NLG1V.HE,HEX,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,1217.34,689.3,269.51,0.0,-35.68,383.07,101.17
