Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2004,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,86.76,0.0,85.66,0.0,1.58,83.14,0.0,-0.005773394274717242,0.0,1.18
2005,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,80.45,0.0,80.44000000000001,0.0,1.67,74.05,0.0,-0.022417285617825917,0.0,1.2
2006,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,117.6,0.0,100.77000000000001,0.0,1.21,148.58,0.0,0.1051285502759455,0.0,1.18
2007,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,147.64,0.0,152.77,0.0,0.0,138.86,0.0,-0.03694368428633173,0.0,14.65
2008,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,247.04,0.0,198.31,0.0,0.0,212.91,0.0,0.2288760509135315,0.0,7.47
2009,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,125.69,0.0,168.59000000000003,0.0,0.0,81.15,0.0,-0.5286506469500928,0.0,7.11
2010,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,107.63,0.0,108.95,0.0,0.0,23.76,0.0,-0.055555555555555865,0.0,4.29
2011,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,71.73,0.0,95.02,0.0,0.0,0.0,0.0,,0.0,3.53
2012,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,66.9,0.0,82.02,0.0,1.94,4.71,0.0,-3.6220806794055185,0.0,7.33
2013,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,76.25,0.0,76.94999999999999,0.0,1.28,-24.77,0.0,0.07993540573274076,0.0,5.6
2014,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,142.92,0.0,104.25999999999999,0.0,1.22,112.45,0.0,0.33294797687861266,0.0,5.27
2015,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,94.48,0.0,98.52,0.0,0.15,119.85,0.0,-0.03496036712557357,0.0,6.66
2016,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,93.33,0.0,104.64,0.0,0.04,122.55,0.0,-0.09261525907792739,0.0,7.03
2017,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,79.34,0.0,116.34,0.0,0.0,148.61,0.0,-0.24897382410335775,0.0,9.870000000000001
2018,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,90.17,0.0,126.62,0.0,0.05,118.86,0.0,-0.30708396432778057,0.0,18.82
2019,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,79.62,0.0,125.95,0.0,0.7,73.93,0.0,-0.6361422967672122,0.0,14.42
2020,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,94.68,0.0,140.55,0.0,0.86,130.68,0.0,-0.3575910621365167,0.0,18.75
2021,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,97.69,0.0,147.06,0.0,0.82,104.39,0.0,-0.48079317942331645,0.0,20.73
2022,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,115.57,0.0,176.48999999999998,0.0,1.09,87.1,0.0,-0.7119402985074627,0.0,25.479999999999997
2023,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,125.32,0.0,208.54999999999998,0.0,1.21,84.07,0.0,-1.0044010943261568,0.0,31.28
2024,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,117.15,0.0,191.37,0.0,1.1,89.51,0.0,-0.8414702267903026,0.0,22.28
