Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,ELISA.HE,HEX,Elisa Oyj,Telecommunications Services,Communication Services,11346.12,4001.27,3765.31,108.78,292.02,7278.15,255.37,0.45082511229810246
2005,ELISA.HE,HEX,Elisa Oyj,Telecommunications Services,Communication Services,10710.93,4532.5,3517.7200000000003,52.86,241.88,10677.47,99.01,0.22935967959853312
2006,ELISA.HE,HEX,Elisa Oyj,Telecommunications Services,Communication Services,12213.89,5544.67,3244.1099999999997,48.26,189.03,10754.69,38.66,0.30429292110419837
2007,ELISA.HE,HEX,Elisa Oyj,Telecommunications Services,Communication Services,12564.26,0.0,3068.16,60.08,320.44,8193.48,15.86,1.1250283213997714
2008,ELISA.HE,HEX,Elisa Oyj,Telecommunications Services,Communication Services,12229.76,0.0,3026.55,69.18,431.54,8479.09,15.53,1.040758739060723
2009,ELISA.HE,HEX,Elisa Oyj,Telecommunications Services,Communication Services,12483.4,0.0,3267.4700000000003,67.2,364.8,7457.8,6.64,1.1947754955495655
2010,ELISA.HE,HEX,Elisa Oyj,Telecommunications Services,Communication Services,11709.98,0.0,3068.34,0.0,313.72,6462.35,24.14,1.2838869712278904
2011,ELISA.HE,HEX,Elisa Oyj,Telecommunications Services,Communication Services,11921.99,0.0,3008.55,22.6,309.35,6474.07,27.08,1.326948309145305
2012,ELISA.HE,HEX,Elisa Oyj,Telecommunications Services,Communication Services,11609.71,4899.79,3000.71,17.19,208.52,6180.87,20.55,0.5672700768533657
2013,ELISA.HE,HEX,Elisa Oyj,Telecommunications Services,Communication Services,12083.03,4840.55,3442.03,17.18,212.39,7173.27,15.84,0.5014862757698797
2014,ELISA.HE,HEX,Elisa Oyj,Telecommunications Services,Communication Services,12829.05,5064.93,3490.5499999999997,16.71,222.29,7936.15,5.42,0.5122400230684864
2015,ELISA.HE,HEX,Elisa Oyj,Telecommunications Services,Communication Services,14038.65,5447.3,3871.25,14.31,214.67,8883.86,4.8,0.5084838434589688
2016,ELISA.HE,HEX,Elisa Oyj,Telecommunications Services,Communication Services,15192.65,5818.11,4186.18,14.86,208.05,8814.97,4.54,0.5663772703925728
2017,ELISA.HE,HEX,Elisa Oyj,Telecommunications Services,Communication Services,16676.85,6490.11,4569.95,16.79,204.33,10235.0,0.98,0.5304084220563149
2018,ELISA.HE,HEX,Elisa Oyj,Telecommunications Services,Communication Services,17585.06,6763.26,4770.0,9.6,222.75,11159.01,4.95,0.5229909458650874
2019,ELISA.HE,HEX,Elisa Oyj,Telecommunications Services,Communication Services,18149.08,6823.5,4876.18,15.75,222.49,11312.75,6.89,0.5514892699767839
2020,ELISA.HE,HEX,Elisa Oyj,Telecommunications Services,Communication Services,20316.21,7653.16,5360.530000000001,25.74,185.52,12390.18,15.71,0.5757539362351269
2021,ELISA.HE,HEX,Elisa Oyj,Telecommunications Services,Communication Services,20302.02,7759.46,5548.28,96.54,130.07,11991.75,63.07,0.5774246318070284
2022,ELISA.HE,HEX,Elisa Oyj,Telecommunications Services,Communication Services,21494.67,8284.96,5877.6,135.26,138.28,13068.64,56.62,0.5583957955880492
2023,ELISA.HE,HEX,Elisa Oyj,Telecommunications Services,Communication Services,24873.85,9330.12,7031.53,176.81,314.84,14433.18,36.91,0.5787227308192276
2024,ELISA.HE,HEX,Elisa Oyj,Telecommunications Services,Communication Services,25464.37,9108.61,7515.57,212.64,446.2,15126.42,85.9,0.5657670887806724
