Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2014,SBBb.ST,Samhallsbyggnadsbolaget I Norden AB,Real Estate Operations,Real Estate,10.16,9.97,2.4,,,,10.16,-0.56
2015,SBBb.ST,Samhallsbyggnadsbolaget I Norden AB,Real Estate Operations,Real Estate,39.46,,2.2,,,,39.46,3.16
2016,SBBb.ST,Samhallsbyggnadsbolaget I Norden AB,Real Estate Operations,Real Estate,636.3,480.23,1127.38,,21.7,6.04,7916.64,525.85
2017,SBBb.ST,Samhallsbyggnadsbolaget I Norden AB,Real Estate Operations,Real Estate,436.67,92.81,2451.94,,53.87,10.38,23583.97,493.93
2018,SBBb.ST,Samhallsbyggnadsbolaget I Norden AB,Real Estate Operations,Real Estate,1464.35,152.85,2794.83,4844.93,18.69,4.4,26973.68,-150.55
2019,SBBb.ST,Samhallsbyggnadsbolaget I Norden AB,Real Estate Operations,Real Estate,13972.11,,19489.32,,118.15,19.69,97707.29,8795.88
2020,SBBb.ST,Samhallsbyggnadsbolaget I Norden AB,Real Estate Operations,Real Estate,17060.15,,12910.5,,173.34,22.97,125545.3,-7165.4
2021,SBBb.ST,Samhallsbyggnadsbolaget I Norden AB,Real Estate Operations,Real Estate,12555.53,9583.98,25588.46,,407.25,46.77,189513.77,4622.18
2022,SBBb.ST,Samhallsbyggnadsbolaget I Norden AB,Real Estate Operations,Real Estate,6858.06,4168.86,14836.22,6824.17,291.79,34.83,158480.82,922.59
2023,SBBb.ST,Samhallsbyggnadsbolaget I Norden AB,Real Estate Operations,Real Estate,5740.57,3871.01,15968.29,7914.18,99.67,106.72,108551.38,1343.62
2024,SBBb.ST,Samhallsbyggnadsbolaget I Norden AB,Real Estate Operations,Real Estate,5019.16,2560.99,9691.86,7813.53,370.11,134.68,89302.44,-229.84
