Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2014,BERNERb.ST,Berner Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,119.58,46.0,64.2,,0.06,20.56,138.57,10.44
2015,BERNERb.ST,Berner Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,160.06,75.04,85.5,,4.22,21.94,182.95,34.26
2016,BERNERb.ST,Berner Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,144.63,61.62,76.58,,4.27,20.12,181.31,12.52
2017,BERNERb.ST,Berner Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,149.46,64.58,79.3,,0.0,24.64,187.01,23.29
2018,BERNERb.ST,Berner Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,173.41,32.96,160.09,37.35,0.0,34.26,343.89,24.13
2019,BERNERb.ST,Berner Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,173.1,25.07,176.9,41.59,1.31,80.98,398.3,64.77
2020,BERNERb.ST,Berner Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,210.61,51.58,259.66,104.77,0.0,134.95999999999998,535.8,64.45
2021,BERNERb.ST,Berner Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,266.33,77.77,346.25,170.5,0.29,123.7,597.36,22.41
2022,BERNERb.ST,Berner Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,284.47,53.53,356.01,164.72,3.41,107.02,600.25,23.81
2023,BERNERb.ST,Berner Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,321.12,70.82,361.88,151.01,10.18,15.8,675.63,81.14
2024,BERNERb.ST,Berner Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,290.1,77.53,310.59,102.81,10.37,13.99,652.39,106.65
