Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2005,GJ.CO,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,157.57,3.85,123.61,,4.0,,305.73,27.4
2006,GJ.CO,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,188.66,11.7,167.05,,3.52,,348.19,25.26
2007,GJ.CO,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,173.03,4.78,150.17,,2.35,,335.24,-11.74
2008,GJ.CO,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,201.43,7.01,134.44,,0.53,,300.61,16.09
2009,GJ.CO,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,139.18,11.16,126.45,,0.0,,260.71,38.78
2010,GJ.CO,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,113.56,16.27,59.04,,0.11,,218.17,30.96
2011,GJ.CO,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,154.51,23.56,104.14,,5.32,,300.08,23.48
2012,GJ.CO,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,169.69,18.21,116.28,,7.6,9.11,359.98,37.32
2013,GJ.CO,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,158.96,10.32,107.57,,3.08,9.88,392.06,33.91
2014,GJ.CO,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,154.21,5.67,125.23,,0.02,7.06,395.34,11.36
2015,GJ.CO,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,159.86,3.82,126.41,,1.26,5.25,397.14,22.47
2016,GJ.CO,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,153.48,4.01,131.79,,0.13,8.65,427.22,13.07
2017,GJ.CO,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,118.62,3.92,142.33,,0.25,,342.36,9.21
2018,GJ.CO,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,138.42,6.27,137.02,,0.01,72.73,361.84,21.32
2019,GJ.CO,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,105.77,2.07,94.01,,0.06,68.94,310.4,13.64
2020,GJ.CO,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,115.78,2.21,130.19,57.25,0.06,19.32,379.96,-2.78
2021,GJ.CO,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,77.37,1.14,83.49,41.8,0.17,11.84,286.28,22.36
2022,GJ.CO,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,116.82,1.4,107.46,52.52,0.03,8.98,339.22,-12.74
2023,GJ.CO,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,96.33,1.97,67.46,27.39,0.05,9.32,327.51,21.42
2024,GJ.CO,Glunz & Jensen Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,88.96,1.1,55.36,21.65,0.09,9.89,334.78,10.18
