Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,PRSO.OL,Prosafe SE,Oil & Gas Related Equipment and Services,Energy,960.01,738.84,353.62,,15.19,,5962.99,762.47
2005,PRSO.OL,Prosafe SE,Oil & Gas Related Equipment and Services,Energy,2424.29,2047.33,978.48,,29.67,,7152.83,1695.86
2006,PRSO.OL,Prosafe SE,Oil & Gas Related Equipment and Services,Energy,1411.11,917.47,2072.41,,220.64,,13374.97,1491.45
2007,PRSO.OL,Prosafe SE,Oil & Gas Related Equipment and Services,Energy,1566.82,880.42,1653.78,,207.61,,14260.65,1227.1
2008,PRSO.OL,Prosafe SE,Oil & Gas Related Equipment and Services,Energy,1771.05,802.88,852.19,0.0,114.6,,9125.43,1304.29
2009,PRSO.OL,Prosafe SE,Oil & Gas Related Equipment and Services,Energy,1218.93,512.14,663.92,223.05,223.05,,7852.95,1638.11
2010,PRSO.OL,Prosafe SE,Oil & Gas Related Equipment and Services,Energy,794.09,571.7,426.16,0.0,140.31,,7372.73,1756.02
2011,PRSO.OL,Prosafe SE,Oil & Gas Related Equipment and Services,Energy,1149.3,557.62,533.11,21.52,103.4,,8224.4,1060.0
2012,PRSO.OL,Prosafe SE,Oil & Gas Related Equipment and Services,Energy,1149.87,576.33,881.74,360.48,110.7,,8273.29,1646.18
2013,PRSO.OL,Prosafe SE,Oil & Gas Related Equipment and Services,Energy,1167.76,687.92,458.61,0.0,111.01,,9826.8,1574.64
2014,PRSO.OL,Prosafe SE,Oil & Gas Related Equipment and Services,Energy,1832.88,914.57,1362.15,,129.27,,13575.13,1565.71
2015,PRSO.OL,Prosafe SE,Oil & Gas Related Equipment and Services,Energy,1312.71,504.75,2701.44,1233.15,121.11,,19334.41,1382.79
2016,PRSO.OL,Prosafe SE,Oil & Gas Related Equipment and Services,Energy,2546.19,1776.63,1315.42,413.71,196.92,,23206.76,1560.85
2017,PRSO.OL,Prosafe SE,Oil & Gas Related Equipment and Services,Energy,2331.61,1859.71,515.4,152.65,149.37,,15979.03,1290.28
2018,PRSO.OL,Prosafe SE,Oil & Gas Related Equipment and Services,Energy,1540.28,1135.99,1033.19,384.42,126.99,,15003.69,1197.48
2019,PRSO.OL,Prosafe SE,Oil & Gas Related Equipment and Services,Energy,1869.8,1653.85,12036.94,11598.02,116.75,,12993.79,761.91
2020,PRSO.OL,Prosafe SE,Oil & Gas Related Equipment and Services,Energy,1477.11,1290.97,12450.82,12272.4,77.2,,5041.23,-311.5
2021,PRSO.OL,Prosafe SE,Oil & Gas Related Equipment and Services,Energy,824.31,629.68,280.93,7.93,94.23,,4339.94,201.12
2022,PRSO.OL,Prosafe SE,Oil & Gas Related Equipment and Services,Energy,1195.17,875.81,414.39,36.25,176.34,,4898.25,472.69
2023,PRSO.OL,Prosafe SE,Oil & Gas Related Equipment and Services,Energy,1086.48,733.78,421.62,40.54,102.36,,4993.56,-121.34
2024,PRSO.OL,Prosafe SE,Oil & Gas Related Equipment and Services,Energy,930.85,509.18,4393.98,3957.54,88.65,,5031.6,248.18
