Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,STX,1097.7,176.01,818.3,151.07,7.4,91.43,1597.87,176.27
2005,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,STX,1161.39,204.31,888.22,,,97.48,1732.71,238.05
2006,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,STX,1292.67,204.5,1008.31,73.3,15.11,129.66,1867.39,212.15
2007,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,STX,1345.68,161.47,1168.65,,13.62,136.41,2050.35,272.33
2008,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,STX,1708.2,234.49,1301.47,,37.79,170.02,2678.79,476.5
2009,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,STX,1683.92,450.92,1155.9,,33.09,140.7,2549.75,435.94
2010,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,STX,1696.79,326.85,1221.23,,28.46,173.1,2592.9,287.05
2011,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,STX,1731.69,190.55,1354.32,41.82,35.58,200.27,2868.38,443.08
2012,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,STX,2368.72,305.95,1831.65,94.33,60.86,246.96,3978.15,356.49
2013,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,STX,3122.64,300.36,2574.6,234.95,51.84,371.99,5657.37,447.56
2014,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,STX,3027.24,166.3,2512.81,335.48,40.16,382.73,5671.55,546.37
2015,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,STX,5873.32,569.33,5199.33,257.45,139.19,668.75,13160.54,1089.96
2016,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,STX,6203.9,845.9,5725.95,887.63,137.51,584.16,13105.76,1143.98
2017,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,STX,6738.35,572.37,5316.43,79.05,231.15,610.39,14288.23,1026.45
2018,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,STX,6514.84,756.29,5745.86,506.47,189.32,566.0,16977.03,1920.7
2019,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,STX,7014.66,618.86,6633.96,1039.87,108.77,543.84,18099.71,2139.41
2020,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,STX,8771.29,2180.29,6712.12,35.5,168.12,541.94,20829.72,3325.29
2021,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,STX,7662.7,872.95,6323.07,3.9,135.42,496.88,19151.4,2203.85
2022,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,STX,8564.57,800.08,7572.48,485.69,220.26,554.41,20628.77,2389.61
2023,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,STX,10850.91,1110.46,9650.85,1446.72,196.32,713.8,25684.58,2492.17
2024,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,STX,12536.6,1700.47,10965.67,1203.9,263.19,828.65,29089.97,4131.04
