Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,SKAKO.CO,Skako A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,COX,1359.63,361.51,428.8,12.69,7.74,34.02,1456.59,164.4
2005,SKAKO.CO,Skako A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,COX,792.81,504.64,222.63,31.45,0.0,,886.44,77.66
2006,SKAKO.CO,Skako A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,COX,463.04,52.38,200.47,31.92,4.18,,545.08,6.17
2007,SKAKO.CO,Skako A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,COX,478.66,59.52,258.41,41.38,1.38,,539.39,23.54
2008,SKAKO.CO,Skako A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,COX,509.47,36.97,317.25,74.73,4.21,,617.88,-12.86
2009,SKAKO.CO,Skako A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,COX,336.83,20.75,227.16,76.49,0.08,,433.9,-67.17
2010,SKAKO.CO,Skako A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,COX,235.11,27.86,187.59,51.35,0.57,,318.73,32.39
2011,SKAKO.CO,Skako A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,COX,196.43,17.63,165.53,27.72,0.08,,276.51,6.14
2012,SKAKO.CO,Skako A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,COX,162.9,24.2,146.62,19.1,2.26,62.86,247.79,20.15
2013,SKAKO.CO,Skako A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,COX,185.85,19.62,158.14,23.22,0.6,57.92,265.88,-12.84
2014,SKAKO.CO,Skako A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,COX,206.4,11.41,182.11,50.93,0.37,58.53,287.05,-27.44
2015,SKAKO.CO,Skako A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,COX,233.75,17.94,185.36,34.78,0.45,55.01,314.45,28.61
2016,SKAKO.CO,Skako A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,COX,215.93,11.48,157.93,19.58,0.91,47.49,299.65,21.03
2017,SKAKO.CO,Skako A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,COX,264.77,3.91,202.25,37.93,0.16,8.05,345.81,-11.37
2018,SKAKO.CO,Skako A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,COX,291.0,14.16,194.97,21.49,0.11,9.81,345.12,11.48
2019,SKAKO.CO,Skako A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,COX,311.48,34.9,217.5,38.230000000000004,0.05,26.81,424.73,32.24
2020,SKAKO.CO,Skako A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,COX,334.8,47.05,220.14,58.26,0.63,28.95,453.45,6.91
2021,SKAKO.CO,Skako A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,COX,343.09,52.61,239.22,61.69,0.43,26.53,456.49,41.38
2022,SKAKO.CO,Skako A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,COX,416.67,63.66,298.15,53.76,1.41,30.13,541.61,39.16
2023,SKAKO.CO,Skako A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,COX,430.95,234.13,169.08,4.92,10.61,26.32,513.48,18.62
2024,SKAKO.CO,Skako A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,COX,266.27,39.2,203.0,71.14,0.09,41.26,365.43,-50.2
