Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2014,K2Apref.ST,K2A Knaust & Andersson Fastigheter AB (publ),Real Estate Operations,Real Estate,31.78,22.62,13.71,,0.5,,315.63,0.7
2015,K2Apref.ST,K2A Knaust & Andersson Fastigheter AB (publ),Real Estate Operations,Real Estate,102.94,100.92,44.61,,1.06,,946.93,28.41
2016,K2Apref.ST,K2A Knaust & Andersson Fastigheter AB (publ),Real Estate Operations,Real Estate,106.44,99.05,68.36,,4.95,,1470.53,28.2
2017,K2Apref.ST,K2A Knaust & Andersson Fastigheter AB (publ),Real Estate Operations,Real Estate,110.01,86.63,257.53,,7.0,,2506.73,20.42
2018,K2Apref.ST,K2A Knaust & Andersson Fastigheter AB (publ),Real Estate Operations,Real Estate,155.45,107.44,166.19,,2.93,,3260.93,7.87
2019,K2Apref.ST,K2A Knaust & Andersson Fastigheter AB (publ),Real Estate Operations,Real Estate,176.94,148.43,246.7,144.68,1.88,,4137.06,-5.68
2020,K2Apref.ST,K2A Knaust & Andersson Fastigheter AB (publ),Real Estate Operations,Real Estate,467.38,430.32,1076.99,879.84,2.92,10.34,6775.61,108.08
2021,K2Apref.ST,K2A Knaust & Andersson Fastigheter AB (publ),Real Estate Operations,Real Estate,510.13,369.45,1699.73,1419.33,4.97,12.67,9317.22,65.44
2022,K2Apref.ST,K2A Knaust & Andersson Fastigheter AB (publ),Real Estate Operations,Real Estate,428.84,280.5,2368.79,2102.5,6.87,12.52,10675.55,58.91
2023,K2Apref.ST,K2A Knaust & Andersson Fastigheter AB (publ),Real Estate Operations,Real Estate,327.5,81.04,2447.04,2077.86,5.94,,10126.24,133.07
2024,K2Apref.ST,K2A Knaust & Andersson Fastigheter AB (publ),Real Estate Operations,Real Estate,321.69,137.25,2627.92,2286.59,2.57,,7430.77,58.38
