PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
Q5,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,-0.0027858451564195252,-0.00023215376303496044,-0.15724584952842513,0.8751652391396423
Q5,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.0006487897094908657,-5.4065809124238806e-05,-0.037448540927540415,0.9701542465488739
Q5,CAPM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.0020641195793627692,-0.00017200996494689744,-0.11635910489849094,0.9074519561434253
Q5,FF3,Method2_LatentQuality minus Method1_ObservedQuality,-0.0035006713684877094,-0.00029172261404064245,-0.21737065971115727,0.828081270903612
Q5,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.0011794122477250119,-9.828435397708432e-05,-0.07617240068534524,0.9393375278022145
Q5,FF3,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.0024195529724275328,-0.00020162941436896106,-0.1560476222951996,0.8761103904768381
Q5,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.0013376167318967722,-0.00011146806099139768,-0.0682064347681049,0.9456714165968114
Q5,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.0009252601052002554,-7.710500876668795e-05,-0.048457700573901606,0.9613870365081201
Q5,FF3+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.0019671802159818425,-0.00016393168466515354,-0.1000489172236857,0.9203791909516505
Q5,FF5,Method2_LatentQuality minus Method1_ObservedQuality,-0.0047276154610683685,-0.0003939679550890307,-0.28139128523821955,0.7786258341185521
Q5,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.0023622015564881693,-0.00019685012970734744,-0.14641949401934715,0.8836995006365305
Q5,FF5,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.002359796166267955,-0.0001966496805223296,-0.1439276040414322,0.8856650025195325
Q5,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.0023841807588615843,-0.00019868172990513203,-0.12260870067659786,0.902508856073621
Q5,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.0018521860239586047,-0.00015434883532988372,-0.09790011739743008,0.9220847855233218
Q5,FF5+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.0017838739557003158,-0.00014865616297502632,-0.09043090938739905,0.9280123441571053
