Ticker,FormationYear,theta_obs,theta_post_mean,theta_conservative,p_q5,p_q1,sigma_acc,MarketCap,Method,SignalUsed,PortfolioNum,Portfolio,MethodLabel
ABB.ST,2014,-1.2281880363871074,-0.985917061760606,-1.2454605865731907,0.0,1.0,0.0825132821388135,356410.22,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
AKRBP.OL,2014,-0.5894380926919025,-0.2784265421625719,-0.630152493005732,3.388178626551053e-12,0.999999667850659,0.1496476364143881,9385.18,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
ATRAV.HE,2014,0.0183108356102931,0.0252667415610065,0.0138558322444461,1.1094236640474264e-11,0.8351923008933094,0.0389933450447141,1193.62,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
EAST9.ST,2014,-0.0064038454083808,0.0773621041355438,-0.0527213452908684,0.0121509504172263,0.6842445674977163,0.1677361370045069,1843.6,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
FIA1S.HE,2014,-0.0053672795688993,0.0559832115929838,-0.0394859416352979,0.004453545572211,0.7088879251482183,0.1299526799696569,2857.08,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
FLS.CO,2014,-0.0798508764561836,-0.0540520778636131,-0.0899959552212743,1.441825547843223e-09,0.9842343976275244,0.060677436846497,17610.76,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
HHDC.CO,2014,-0.0070611151692228,-0.0008305789068216,-0.010493749362225,1.1102230246251563e-16,0.9623838298640413,0.0340462292373462,523.14,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
HKFOODS.HE,2014,-0.1012057660954523,-0.085955138004634,-0.1067383008757486,0.0,0.9996031370151426,0.0437010019614387,1448.14,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
KEMIRA.HE,2014,0.050672756120978,0.0651319858878147,0.0389908918980592,0.0001214018530116,0.5556218263484222,0.0656752265574492,15750.38,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
METSB.HE,2014,-0.3400540651181176,-0.2377126653165744,-0.3599454224696429,6.781242234410456e-13,0.9999941567332374,0.0899835188509043,7982.5,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
NHY.OL,2014,0.0126753826530612,0.0177264171380285,0.0095530733518574,2.220446049250313e-16,0.9066115485090924,0.032418769136844,56007.78,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
NKT.CO,2014,0.0547359249689445,0.059675093052401,0.0506100443314216,6.111348094250957e-10,0.5547730142175014,0.0374608894772375,3401.5,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
NOBI.ST,2014,0.0564777123633305,0.0599063191849617,0.0535713760308144,3.214095656289828e-13,0.5454731603150093,0.0312426555246754,6434.25,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
NOHOP.HE,2014,0.0526405018224969,0.0762453095085779,0.033261685704143,0.0023463235144005,0.5345787458192065,0.0885338773294169,520.41,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
OUT1V.HE,2014,-0.2362337843102737,-0.1557460813946742,-0.2558323518355105,1.0079905798932032e-09,0.9994647265177536,0.0891560298207101,7046.99,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
PEABb.ST,2014,0.003120355789748,0.0189850940555524,-0.0061395386534251,5.183098029659661e-07,0.8211770106093172,0.0576864518195484,9004.5,Method1_ObservedQuality,theta_obs,1,Q1,Observed Quality
