PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
LongShort,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,-0.011319625875313263,-0.0009433021562761053,-0.2655886134282462,0.7907529001805305
LongShort,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.02468307032467762,0.0020569225270564684,0.568779261476681,0.5699651462009707
LongShort,CAPM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.002597118432185991,-0.00021642653601549922,-0.06389622084690705,0.9490987809069393
LongShort,FF3,Method2_LatentQuality minus Method1_ObservedQuality,-0.01317791798778855,-0.0010981598323157125,-0.35712438290221915,0.7212735856260304
LongShort,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,0.023179781202925444,0.0019316484335771202,0.5712622738653556,0.5682901369542344
LongShort,FF3,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.0031168455115600895,-0.0002597371259633408,-0.08613624938279874,0.9314210171206809
LongShort,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.007094420414541961,-0.0005912017012118301,-0.1639828078359451,0.8698664619063976
LongShort,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.011720285241544101,0.0009766904367953418,0.2718014506258615,0.7859808776548589
LongShort,FF3+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.0017982083319564683,-0.0001498506943297057,-0.04437861934522764,0.9646351661381305
LongShort,FF5,Method2_LatentQuality minus Method1_ObservedQuality,-0.013946530206861475,-0.0011622108505717895,-0.45616406639960005,0.6486387018763087
LongShort,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,0.0188979860692532,0.0015748321724377667,0.5873237289214682,0.5574771287219491
LongShort,FF5,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.004808191435468682,-0.00040068261962239015,-0.16789912302113383,0.8667883329490891
LongShort,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.007310186833163274,-0.0006091822360969395,-0.17560257368656093,0.8607387858541355
LongShort,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.008566528040097048,0.000713877336674754,0.22017955770202194,0.8258989436391158
LongShort,FF5+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.003026199542042061,-0.00025218329517017173,-0.07894960005494105,0.9371316275503143
